customer_id,name,email,country,industry,acquisition_channel,plan,support_tier,signup_date,tenure_days,contract_length_months,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,churn_date
CUST-00533,Valerie Harris,aliciagray@example.com,US,Retail,Paid Search,Pro,Priority,2024-12-26,6,12,50.0,89.99,18,12,0,8,7.0,0,
CUST-00534,Anthony Jackson,stevenwalker@example.com,US,Retail,Organic,Basic,Priority,2023-03-22,651,1,1.0,24.91,12,2,1,15,8.0,0,
CUST-00535,Norma Walker,curtis61@example.net,Australia,Finance,Organic,Basic,None,2024-01-28,339,12,500.0,34.46,4,5,1,8,2.0,0,
CUST-00536,Malik Cisneros,sstephens@example.net,India,Finance,Organic,Free,None,2024-10-11,82,1,1.0,0.0,4,4,2,0,8.0,0,
CUST-00537,Eric Stark,ufox@example.net,Australia,Healthcare,Organic,Free,None,2024-05-25,221,1,50.0,0.0,7,9,3,0,10.0,0,
CUST-00538,Haley Rivera,carpenterlinda@example.org,US,Finance,Paid Search,Pro,Priority,2021-12-28,1100,1,,106.41,15,13,3,15,5.0,0,
CUST-00539,Nancy Haynes,adamsanders@example.net,Australia,SaaS,Referral,Free,Email,2022-10-20,804,24,1.0,0.0,6,13,3,6,,0,
CUST-00540,Leslie Salinas,sschneider@example.org,Australia,SaaS,Organic,Basic,Email,2021-07-08,1273,12,1.0,41.94,11,15,0,18,10.0,0,
CUST-00541,Benjamin Page,lucas16@example.net,Canada,SaaS,Organic,Pro,None,2024-10-24,69,1,10.0,97.62,2,2,0,12,8.0,1,2024-11-26
CUST-00542,Lisa Petersen,melissaroberts@example.org,Australia,Healthcare,Social,Free,Email,2023-06-05,576,12,50.0,0.0,5,13,1,10,1.0,1,2023-10-20
CUST-00543,Thomas Jensen,mariaramirez@example.net,India,SaaS,Organic,Basic,Priority,2021-11-30,1128,1,10.0,26.95,7,7,0,27,,0,
CUST-00544,Joel Morris,clarkeleah@example.com,France,Retail,Paid Search,Basic,Priority,2023-09-08,481,1,50.0,32.92,7,17,0,0,2.0,0,
CUST-00545,Amy Beard,joann25@example.com,US,Healthcare,Social,Enterprise,Email,2023-06-22,559,1,25.0,414.62,10,8,1,2,9.0,0,
CUST-00546,Renee Peterson,peggy06@example.com,Germany,Education,Organic,Basic,None,2022-06-07,939,12,1.0,22.69,3,18,3,11,8.0,0,
CUST-00547,Mark Robbins,tburton@example.org,US,SaaS,Organic,Pro,None,2021-06-15,1296,24,10.0,80.86,3,15,1,0,10.0,0,
CUST-00548,Luke Dean,wigginsjonathan@example.net,UK,Finance,Paid Search,Basic,None,2023-09-08,481,1,2.0,29.39,5,15,0,12,0.0,0,
CUST-00549,Justin Smith,david21@example.org,UK,Finance,Paid Search,Free,Email,2023-01-30,702,1,5.0,0.0,11,5,2,49,6.0,1,2023-09-05
CUST-00550,Anthony Fuller,johnsondiana@example.net,US,Education,Referral,Pro,None,2024-02-02,334,1,1.0,101.79,6,2,0,25,,0,
CUST-00551,Noah Allen,acortez@example.net,UK,Other,Social,Enterprise,Email,2023-01-30,702,24,2.0,656.35,4,16,2,10,6.0,0,
CUST-00552,Kristen Taylor,stevenhood@example.com,US,SaaS,Organic,Pro,Email,2024-05-29,217,1,10.0,114.28,7,5,2,26,3.0,0,
CUST-00553,Casey Massey,bmclaughlin@example.com,India,SaaS,Referral,Pro,Dedicated,2023-03-17,656,12,2.0,90.09,12,6,0,1,5.0,0,
CUST-00554,Jose Lamb,christopher76@example.com,Brazil,Other,Paid Search,Pro,Email,2023-03-30,643,24,10.0,89.76,2,12,0,7,9.0,0,
CUST-00555,Jessica Harris,nicholasrobbins@example.org,US,Healthcare,Organic,Free,Priority,2024-07-03,182,1,50.0,0.0,5,5,1,6,3.0,1,2024-12-08
CUST-00556,Johnny Johnson,nashpamela@example.org,Brazil,Finance,Referral,Free,Priority,2022-08-13,872,12,1.0,0.0,12,8,2,4,,0,
CUST-00557,James White,melissa35@example.org,Germany,Finance,Organic,Pro,None,2021-07-15,1266,1,25.0,120.73,9,11,0,0,10.0,0,
CUST-00558,Brian Robinson,qmorris@example.com,US,Finance,Paid Search,Basic,Priority,2021-02-12,1419,12,,33.55,5,14,1,26,10.0,0,
CUST-00559,Carrie Hebert,duranjerry@example.net,US,Other,Organic,Pro,Email,2024-01-08,359,1,1.0,95.38,14,17,2,18,5.0,0,
CUST-00560,Christopher Booth,pamelabrandt@example.org,Germany,Other,Paid Search,Enterprise,Email,2023-06-25,556,24,25.0,447.66,8,10,1,12,10.0,0,
CUST-00561,Tracey Montgomery,zhoward@example.net,Australia,Finance,Paid Search,Basic,Email,2023-10-25,434,24,2.0,21.52,10,2,1,1,5.0,0,
CUST-00562,Cassie Garcia,ortizjeffery@example.net,Canada,Retail,Social,Free,Dedicated,2021-11-07,1151,12,2.0,0.0,3,3,2,5,6.0,0,
CUST-00563,Travis Fuentes,haley89@example.org,US,Other,Organic,Pro,Email,2021-07-19,1262,12,1.0,81.14,10,13,1,30,,0,
CUST-00564,Jon Walker,martinjoshua@example.com,US,SaaS,Paid Search,Basic,Email,2021-01-22,1440,12,5.0,28.15,6,17,1,11,9.0,0,
CUST-00565,David Bartlett,jerryyoung@example.net,UK,Retail,Paid Search,Pro,Dedicated,2022-05-27,950,1,5.0,85.06,8,3,2,11,9.0,0,
CUST-00566,Alyssa Williams,adam09@example.com,US,Other,Referral,Basic,None,2023-05-12,600,1,2.0,32.79,3,10,1,29,9.0,0,
CUST-00567,Noah Olson,steeleian@example.com,US,Retail,Referral,Pro,Priority,2022-07-27,889,1,,93.8,6,8,2,9,5.0,0,
CUST-00568,Sara Henderson,amy47@example.org,US,Retail,Referral,Free,Priority,2022-10-01,823,12,25.0,0.0,5,4,1,10,7.0,0,
CUST-00569,Jesse Stephenson,sean38@example.net,India,SaaS,Social,Pro,Priority,2024-08-13,141,12,50.0,95.68,7,13,2,5,6.0,0,
CUST-00570,Eugene Hanson,wellslaura@example.com,Brazil,,Social,Basic,Dedicated,2022-05-24,953,24,,27.44,6,7,1,5,7.0,0,
CUST-00571,Christina Robinson,sarah41@example.org,UK,Healthcare,Paid Search,Basic,Dedicated,2023-01-21,711,12,2.0,33.29,3,7,2,13,,0,
CUST-00572,Elizabeth Miller,amy75@example.net,India,Finance,Paid Search,Free,None,2024-02-19,317,12,1.0,0.0,4,16,2,4,5.0,0,
CUST-00573,William Mccormick,xconner@example.net,UK,Retail,Social,Pro,Priority,2022-08-02,883,24,50.0,69.79,6,5,1,9,9.0,0,
CUST-00574,Erika Mccann,jarviskyle@example.net,Germany,Education,Email,Pro,Email,2023-06-28,553,24,1.0,113.68,11,17,3,3,,0,
CUST-00575,Rachel Rodriguez,rmoon@example.org,US,Education,Social,Free,Email,2024-06-13,202,12,,0.0,12,10,0,2,8.0,1,2024-11-06
CUST-00576,Joshua Estes,qorr@example.org,Canada,Retail,Paid Search,Free,None,2024-10-18,75,1,5.0,0.0,17,4,0,7,7.0,0,
CUST-00577,Christopher Brown MD,browntracy@example.org,Brazil,,Organic,Free,Priority,2021-08-03,1247,12,25.0,0.0,10,14,1,2,8.0,1,2022-12-17
CUST-00578,David Matthews,csingleton@example.net,France,SaaS,Paid Search,Pro,Dedicated,2024-09-14,109,12,5.0,99.43,10,5,1,27,8.0,0,
CUST-00579,Krista Carr,kennethmarquez@example.org,UK,Other,Referral,Pro,Dedicated,2022-12-20,743,12,1.0,96.22,2,2,3,4,,0,
CUST-00580,Krista Clark,antonio79@example.org,Canada,Finance,Paid Search,Basic,Email,2022-01-13,1084,24,,35.17,5,14,1,10,4.0,1,2024-12-09
CUST-00581,Dr. Melissa Wallace,loriramirez@example.com,US,Other,Paid Search,Free,None,2022-11-02,791,24,10.0,0.0,6,18,0,3,6.0,0,
CUST-00582,Michelle King PhD,jeffersonnichole@example.org,India,Retail,Social,Basic,Email,2024-12-01,31,1,10.0,29.94,6,11,2,3,10.0,0,
CUST-00583,Gina Randolph,thomas82@example.net,Germany,Education,Paid Search,Basic,Priority,2022-12-21,742,1,,25.72,9,16,0,5,10.0,0,
CUST-00584,Karen Zimmerman,williamharrell@example.net,UK,Education,Social,Basic,Priority,2022-04-25,982,1,25.0,27.7,7,18,0,29,,0,
CUST-00585,Steven Kirk,jennifer68@example.org,France,Finance,Paid Search,Enterprise,Email,2023-07-14,537,1,5.0,424.74,4,16,2,5,3.0,0,
CUST-00586,William Jones,liubriana@example.net,France,Other,Paid Search,Free,None,2021-12-17,1111,1,5.0,0.0,10,4,2,20,9.0,0,
CUST-00587,Richard Marsh,alee@example.org,US,Retail,Paid Search,Pro,Email,2021-04-21,1351,24,5.0,113.36,5,1,1,2,7.0,0,
CUST-00588,Nancy Ramirez,alicia32@example.org,Canada,SaaS,Social,Basic,Email,2021-07-08,1273,12,,31.7,5,14,1,0,8.0,0,
CUST-00589,Shawn Hayden,drakealexis@example.org,US,Finance,Organic,Basic,Dedicated,2021-07-06,1275,12,2.0,30.12,2,12,1,18,7.0,0,
CUST-00590,Cynthia Tran,traceyreese@example.org,Canada,Finance,Organic,Pro,Email,2021-08-10,1240,1,1.0,98.88,13,10,0,9,4.0,0,
CUST-00591,Michelle Haynes,adampierce@example.org,India,Finance,Email,Pro,Email,2021-07-22,1259,12,5.0,93.18,12,19,1,8,0.0,0,
CUST-00592,Melissa White,david00@example.org,India,SaaS,Organic,Enterprise,Email,2023-07-25,526,24,5.0,518.6,8,4,2,3,7.0,0,
CUST-00593,Ashley Brown,sandraavery@example.org,France,Healthcare,Referral,Free,None,2021-09-23,1196,12,25.0,0.0,3,3,1,0,3.0,1,2022-08-03
CUST-00594,Jeffrey Hernandez,aaronprice@example.net,Germany,Retail,Referral,Free,Dedicated,2022-05-20,957,1,1.0,0.0,3,4,2,7,4.0,0,
CUST-00595,Megan Jones,neilrogers@example.net,US,,Paid Search,Pro,Email,2024-08-02,152,24,50.0,91.25,5,15,0,24,,0,
CUST-00596,Elizabeth Diaz,laurabrown@example.org,Australia,Finance,Referral,Basic,Email,2022-11-23,770,1,2.0,30.09,9,11,1,1,6.0,0,
CUST-00597,Sarah Carpenter MD,gonzalezcaleb@example.net,US,Finance,Organic,Basic,Email,2023-09-02,487,12,5.0,31.38,11,16,1,31,5.0,0,
CUST-00598,Elijah Zhang,youngjohn@example.com,Germany,Retail,Referral,Free,Priority,2021-09-09,1210,1,1.0,0.0,9,4,3,3,3.0,0,
CUST-00599,Heather Owens,cameron64@example.org,US,Healthcare,Paid Search,Free,Priority,2021-10-08,1181,12,10.0,0.0,14,6,0,9,10.0,0,
CUST-00600,Shari Torres,robertsalyssa@example.net,US,Retail,Referral,Pro,Priority,2021-03-01,1402,1,10.0,78.63,2,8,0,0,3.0,0,
CUST-00601,John Smith,maymary@example.org,France,SaaS,Organic,Free,Email,2021-09-04,1215,12,50.0,0.0,8,13,3,6,6.0,0,
CUST-00602,Jonathan Tran,browningtammy@example.com,US,Education,Referral,Basic,Email,2022-02-11,1055,12,2.0,34.97,6,4,0,1,,0,
CUST-00603,Tracey Turner,barryking@example.net,Australia,,Organic,Free,None,2021-09-16,1203,1,2.0,0.0,7,5,0,0,,0,
CUST-00604,David Jones,njones@example.net,UK,Retail,Organic,Basic,Priority,2021-05-10,1332,24,10.0,26.51,9,10,0,40,6.0,0,
CUST-00605,Kenneth Vaughn MD,hardingtravis@example.org,US,Education,Organic,Free,None,2021-06-26,1285,1,10.0,0.0,3,5,3,15,,0,
CUST-00606,Darren Williams,powerskatherine@example.com,Germany,Other,Organic,Basic,Email,2022-11-04,789,24,100.0,24.99,4,12,1,15,0.0,0,
CUST-00607,Kimberly Owen,timothy99@example.org,US,Education,Social,Free,Priority,2021-10-29,1160,1,2.0,0.0,4,1,2,1,,0,
CUST-00608,Robert Jackson,wolferobert@example.com,US,SaaS,Organic,Pro,Priority,2022-06-16,930,12,10.0,98.32,6,10,2,31,,0,
CUST-00609,Jacob Miles,warrendavid@example.com,Canada,Other,Email,Free,Email,2023-01-05,727,12,1.0,0.0,5,5,0,7,6.0,0,
CUST-00610,Sara Long,michelle07@example.net,US,Retail,Email,Basic,Email,2023-10-05,454,1,,31.14,11,19,1,22,3.0,0,
CUST-00611,Dale Diaz,brandystrong@example.net,India,,Referral,Pro,None,2021-02-27,1404,1,1.0,96.85,0,19,0,0,6.0,0,
CUST-00612,Christopher Griffin,wcampbell@example.org,US,SaaS,Organic,Pro,Priority,2024-03-13,294,12,10.0,96.52,6,12,1,4,7.0,0,
CUST-00613,Scott Burgess,sandralopez@example.com,US,Healthcare,Paid Search,Basic,Priority,2023-07-06,545,12,10.0,27.35,4,16,3,66,8.0,0,
CUST-00614,Phyllis Williamson,tabithamckenzie@example.com,Australia,SaaS,Social,Basic,None,2021-04-30,1342,24,1.0,37.37,8,5,2,6,1.0,0,
CUST-00615,Janice Nunez,stoutstephen@example.com,UK,Retail,Paid Search,Basic,Email,2024-06-29,186,1,2.0,27.63,6,17,1,26,7.0,0,
CUST-00616,Belinda Washington,ccraig@example.net,US,Retail,Organic,Pro,Priority,2024-09-06,117,1,5.0,118.09,17,14,4,4,5.0,0,
CUST-00617,Cody Moon,jenniferperez@example.com,UK,Education,Referral,Enterprise,Priority,2021-03-31,1372,12,2.0,426.96,5,12,2,8,8.0,0,
CUST-00618,Patricia Short,robertgarcia@example.org,US,Other,Social,Pro,None,2022-02-09,1057,12,1.0,88.19,15,13,0,23,8.0,0,
CUST-00619,Beth Williams,staceyhester@example.net,India,Retail,Social,Basic,Email,2024-03-23,284,24,2.0,32.07,6,14,1,11,10.0,0,
CUST-00620,Kimberly Morgan,andrewmccullough@example.com,UK,Education,Organic,Pro,None,2023-12-29,369,1,25.0,83.43,3,5,0,15,6.0,0,
CUST-00621,Patricia Hughes,carlos00@example.net,Australia,Education,Referral,Basic,None,2021-09-27,1192,12,5.0,29.84,11,5,1,3,7.0,0,
CUST-00622,Mary Kerr,karen10@example.net,India,Education,Organic,Free,Dedicated,2021-11-02,1156,12,,0.0,8,18,2,2,5.0,0,
CUST-00623,Kimberly Gill,fernandezphilip@example.org,UK,,Organic,Basic,Priority,2022-06-25,921,1,100.0,26.3,7,14,0,3,5.0,0,
CUST-00624,Jasmine King,patricia54@example.org,India,Finance,Social,Enterprise,Priority,2022-12-09,754,12,1.0,568.13,12,18,1,8,0.0,0,
CUST-00625,Jacob Bauer,garrett08@example.net,UK,Other,Organic,Free,None,2023-06-22,559,1,25.0,0.0,7,1,0,19,5.0,1,2024-06-08
CUST-00626,Roy Mccormick,briggsomar@example.org,Brazil,Finance,Organic,Pro,Priority,2022-06-23,923,12,5.0,75.83,7,7,2,5,,0,
CUST-00627,Robyn Salas,ksalazar@example.org,US,Retail,Organic,Free,Email,2022-11-07,786,12,100.0,0.0,5,17,1,9,,1,2024-09-07
CUST-00628,Donald Cox,edward31@example.org,Canada,Healthcare,Social,Basic,Email,2023-12-28,370,1,5.0,27.63,1,3,1,19,,0,
CUST-00629,Rebecca Gonzalez,dwayne73@example.net,Germany,,Social,Free,Email,2021-02-23,1408,1,10.0,0.0,16,10,2,3,4.0,0,
CUST-00630,Debra Williams,vwatts@example.com,UK,Healthcare,Referral,Basic,None,2022-01-04,1093,24,1.0,29.57,6,7,1,25,,0,
CUST-00631,Angela Roberts,andrewlee@example.com,Canada,SaaS,Social,Pro,Priority,2023-11-08,420,24,50.0,91.31,7,12,1,36,,1,2024-10-15
CUST-00632,David Roy,jennifer83@example.org,Canada,Retail,Organic,Basic,Email,2024-07-31,154,24,2.0,24.36,12,15,1,0,,0,
CUST-00633,Vincent Mccall,ylindsey@example.net,US,Education,Paid Search,Pro,None,2023-01-18,714,24,5.0,119.85,12,16,0,0,5.0,0,
CUST-00634,Nathan Chavez,norrisjames@example.org,US,Education,Paid Search,Pro,None,2023-02-16,685,1,1.0,125.81,11,8,2,1,7.0,0,
CUST-00635,Anthony Rodgers,dgonzales@example.com,Canada,SaaS,Organic,Enterprise,None,2021-06-06,1305,1,100.0,637.24,12,6,1,17,,0,
CUST-00636,Michelle Wood,janechang@example.org,Canada,Other,Paid Search,Free,None,2022-10-16,808,1,10.0,0.0,10,4,1,2,7.0,1,2023-01-24
CUST-00637,Ryan Nash MD,cookjasmine@example.org,Brazil,Retail,Email,Basic,Email,2023-02-17,684,24,1.0,26.56,4,11,1,15,7.0,0,
CUST-00638,Sarah Wagner,andrewcaldwell@example.org,Australia,Finance,Organic,Free,Priority,2021-12-21,1107,12,1.0,0.0,3,17,1,6,9.0,0,
CUST-00639,Jessica Miller,mclark@example.com,Brazil,Education,Organic,Enterprise,None,2022-01-29,1068,12,5.0,515.71,3,2,3,21,0.0,1,2024-02-21
CUST-00640,Mary Long,lopezjennifer@example.net,Canada,,Organic,Enterprise,None,2022-07-05,911,24,2.0,503.66,15,6,3,19,4.0,0,
CUST-00641,Derek Williams,eric27@example.net,US,Other,Organic,Basic,Email,2021-01-30,1432,12,2.0,23.52,5,4,2,38,7.0,1,2022-02-25
CUST-00642,Kevin Anderson,john38@example.com,US,Retail,Email,Pro,Priority,2022-04-16,991,1,500.0,118.12,5,3,2,3,8.0,1,2023-04-22
CUST-00643,Justin Lopez,donaldhamilton@example.org,Australia,Education,Paid Search,Basic,Email,2021-11-05,1153,1,10.0,31.16,5,7,1,3,7.0,0,
CUST-00644,Kimberly Suarez,mannpatricia@example.net,Canada,SaaS,Paid Search,Pro,Email,2022-04-24,983,1,50.0,115.48,4,7,1,0,3.0,0,
CUST-00645,Maria Morris,kristenbauer@example.org,US,Finance,Social,Free,Email,2021-06-24,1287,1,5.0,0.0,13,16,0,6,10.0,0,
CUST-00646,Joseph Rangel,bruce38@example.org,UK,Finance,Organic,Pro,Email,2024-07-24,161,1,10.0,99.97,5,2,0,7,5.0,0,
CUST-00647,Jacob Miller,caroline61@example.org,Brazil,Finance,Paid Search,Free,None,2023-05-17,595,12,5.0,0.0,4,8,2,40,9.0,0,
CUST-00648,Jill Ramos,eddiegrant@example.org,Germany,Retail,Paid Search,Pro,Priority,2023-09-19,470,1,2.0,100.08,9,15,1,21,9.0,0,
CUST-00649,Elizabeth Bray,buckleylori@example.com,UK,Other,Referral,Pro,Email,2024-02-27,309,12,5.0,129.87,3,16,3,2,6.0,0,
CUST-00650,Nicole Hansen,allendaniel@example.net,Germany,SaaS,Email,Pro,Email,2022-12-29,734,12,5.0,77.42,7,1,1,19,9.0,0,
CUST-00651,Thomas Kennedy,mcleanandrea@example.org,US,SaaS,Social,Free,Priority,2021-05-07,1335,24,500.0,0.0,4,10,0,2,8.0,0,
CUST-00652,Amy Snyder,williamsjill@example.org,UK,,Paid Search,Basic,Priority,2023-02-24,677,12,5.0,37.42,12,7,2,0,9.0,0,
CUST-00653,Lisa Mann,marcus34@example.com,UK,,Social,Basic,None,2023-05-07,605,24,25.0,33.21,9,16,1,21,5.0,0,
CUST-00654,David King,calvarez@example.com,US,Education,Organic,Basic,Email,2023-12-25,373,1,10.0,29.12,11,10,0,44,10.0,0,
CUST-00655,Hannah Sparks,donald44@example.org,Australia,Retail,Organic,Free,None,2022-09-23,831,1,,0.0,5,12,1,1,1.0,1,2023-11-18
CUST-00656,Derek Nelson,nschmidt@example.org,UK,SaaS,Organic,Enterprise,None,2021-07-06,1275,12,,524.15,5,17,2,20,9.0,0,
CUST-00657,Cindy Kelley,marieblanchard@example.com,India,Education,Paid Search,Basic,Priority,2022-02-19,1047,1,2.0,22.35,15,13,2,23,6.0,0,
CUST-00658,Sarah Montgomery,christinaliu@example.org,India,,Paid Search,Basic,Priority,2022-06-15,931,12,1.0,18.11,2,12,2,1,4.0,1,2024-06-26
CUST-00659,Christina Hayes,jaimeherman@example.org,US,SaaS,Referral,Basic,Dedicated,2023-08-02,518,1,25.0,25.5,1,15,1,3,1.0,1,2023-11-21
CUST-00660,Charles Sanchez,robertford@example.com,Canada,Finance,Email,Basic,Email,2023-04-14,628,12,50.0,29.81,9,14,0,15,6.0,0,
CUST-00661,Christian Wood,oholmes@example.net,Germany,Healthcare,Paid Search,Pro,None,2022-06-04,942,24,2.0,75.15,10,19,1,19,6.0,0,
CUST-00662,William Nelson,brittanydodson@example.org,India,Finance,Paid Search,Basic,None,2024-12-11,21,1,50.0,29.75,6,19,2,5,4.0,0,
CUST-00663,Rachel Knox,david67@example.net,US,Healthcare,Organic,Enterprise,Priority,2023-06-04,577,24,2.0,502.53,17,14,3,2,4.0,0,
CUST-00664,Anna Nelson,darlenepatrick@example.org,Canada,Education,Organic,Basic,Email,2021-12-13,1115,1,5.0,33.02,9,18,0,12,6.0,0,
CUST-00665,Amanda Wood,kellerronald@example.net,France,Education,Referral,Enterprise,Email,2021-05-29,1313,1,2.0,610.09,8,5,2,14,6.0,0,
CUST-00666,Kayla Reyes,schneidervincent@example.org,US,Finance,Paid Search,Pro,Priority,2021-08-12,1238,12,1.0,79.72,2,6,1,8,,0,
CUST-00667,Brittany Ochoa,annewatson@example.com,US,SaaS,Social,Free,Priority,2021-12-26,1102,12,1.0,0.0,5,18,1,1,9.0,0,
CUST-00668,Brian Kaufman,jane04@example.net,Canada,Education,Organic,Enterprise,Priority,2021-08-23,1227,12,5.0,608.24,13,14,0,22,,0,
CUST-00669,Angela Santos,leah60@example.net,Australia,Finance,Organic,Free,None,2021-09-30,1189,12,1.0,0.0,15,4,0,12,0.0,1,2022-03-04
CUST-00670,John Johnson,vholt@example.org,UK,,Paid Search,Pro,Priority,2022-02-21,1045,1,1.0,86.79,6,1,0,24,7.0,0,
CUST-00671,Charles Wells,beverlyjones@example.com,Canada,Retail,Organic,Basic,Priority,2021-09-11,1208,1,1.0,31.67,8,13,1,32,8.0,0,
CUST-00672,Edgar Davis,bcompton@example.net,UK,Other,Organic,Pro,Email,2024-08-02,152,1,1.0,106.56,9,11,2,19,1.0,0,
CUST-00673,Matthew Castro,colleen81@example.com,Canada,Finance,Referral,Pro,Email,2021-04-28,1344,1,1.0,106.82,4,3,2,38,6.0,0,
CUST-00674,Juan Harris,robert93@example.net,US,SaaS,Organic,Pro,Email,2023-02-05,696,24,10.0,119.05,17,17,0,37,7.0,0,
CUST-00675,Gregory Perez,ihicks@example.com,India,Healthcare,Referral,Pro,Dedicated,2022-08-23,862,24,25.0,97.77,16,18,0,11,10.0,0,
CUST-00676,Megan Simon,jasminnelson@example.com,US,Other,Organic,Basic,None,2024-12-05,27,1,1.0,34.75,7,10,0,15,7.0,0,
CUST-00677,Mark Arnold,wilsonvalerie@example.net,UK,SaaS,Organic,Free,Email,2021-06-13,1298,12,1.0,0.0,7,16,3,14,,1,2022-01-23
CUST-00678,Shawn Velez,jacob38@example.net,US,Other,Paid Search,Basic,None,2022-08-04,881,12,10.0,34.59,3,13,0,11,5.0,0,
CUST-00679,Jacob Sexton,daniel18@example.org,US,Finance,Social,Free,Priority,2024-11-16,46,1,1.0,0.0,2,12,1,0,8.0,0,
CUST-00680,Robert Jones,berrymary@example.com,Germany,Finance,Paid Search,Pro,None,2024-06-17,198,1,25.0,97.53,3,4,0,5,5.0,0,
CUST-00681,Jonathan Pollard,kingerica@example.net,US,Retail,Social,Basic,None,2024-04-07,269,12,1.0,25.18,14,8,1,1,6.0,0,
CUST-00682,Thomas Jones,weberbrittany@example.net,India,Retail,Organic,Enterprise,Email,2022-01-12,1085,12,2.0,531.0,14,12,1,4,7.0,0,
CUST-00683,Christy Torres,michellerogers@example.com,US,Other,Social,Pro,Dedicated,2021-09-07,1212,1,1.0,104.47,1,19,1,0,10.0,0,
CUST-00684,Pamela Dominguez,thomasjones@example.com,UK,Retail,Organic,Pro,None,2023-09-04,485,24,,88.8,11,15,1,30,1.0,0,
CUST-00685,John Mcdowell,gerald23@example.net,UK,Education,Referral,Free,None,2024-09-18,105,12,25.0,0.0,3,16,1,7,4.0,1,2024-11-03
CUST-00686,Misty Rodriguez,donnawagner@example.net,US,Retail,Referral,Pro,Priority,2023-03-24,649,1,1.0,121.14,2,12,5,2,8.0,1,2023-05-29
CUST-00687,Clinton Edwards,lauren71@example.org,US,SaaS,Email,Enterprise,Email,2023-04-15,627,1,500.0,497.41,4,18,0,10,7.0,0,
CUST-00688,Mallory Brown,irangel@example.com,UK,SaaS,Paid Search,Basic,Dedicated,2022-02-13,1053,12,2.0,23.1,7,12,3,2,5.0,0,
CUST-00689,Dominique Hudson,lmartinez@example.net,Germany,Healthcare,Organic,Pro,None,2024-01-29,338,12,50.0,81.94,8,16,1,19,,0,
CUST-00690,Ashley Gonzales,zfitzgerald@example.com,UK,Other,Organic,Pro,Email,2021-10-01,1188,12,1.0,86.67,4,11,3,4,6.0,0,
CUST-00691,Donna Brown,heatheranderson@example.com,Germany,Retail,Social,Free,None,2022-04-18,989,1,1.0,0.0,8,14,2,4,7.0,0,
CUST-00692,Michael Jackson,markmyers@example.net,France,Retail,Paid Search,Basic,None,2022-09-14,840,1,10.0,28.54,6,2,3,24,9.0,0,
CUST-00693,Jennifer Taylor,perryjimmy@example.net,US,Retail,Social,Basic,Priority,2023-01-12,720,1,1.0,28.11,4,13,2,9,0.0,0,
CUST-00694,Sarah Coleman,mark38@example.com,Germany,Healthcare,Organic,Free,Email,2021-12-20,1108,1,25.0,0.0,3,14,2,26,9.0,0,
CUST-00695,Ann Newton,michellevalencia@example.com,Brazil,Healthcare,Paid Search,Basic,Priority,2021-06-17,1294,12,5.0,33.82,12,6,0,6,6.0,0,
CUST-00696,Melissa Bowers,cameron04@example.com,Germany,Other,Organic,Free,Email,2023-06-11,570,1,10.0,0.0,7,12,1,5,5.0,0,
CUST-00697,Ashley Alexander,holderkristina@example.org,Canada,Healthcare,Email,Free,Email,2022-02-26,1040,1,1.0,0.0,3,7,2,8,7.0,1,2024-10-18
CUST-00698,Jacob Hampton,jsnyder@example.net,UK,,Referral,Free,Email,2023-04-29,613,1,10.0,0.0,4,4,0,0,8.0,0,
CUST-00699,Stacey Webster,ruth10@example.com,Australia,SaaS,Email,Enterprise,Dedicated,2021-08-14,1236,12,10.0,502.18,4,7,1,2,0.0,0,
CUST-00700,Robin Love,stephanie02@example.org,Australia,Other,Organic,Basic,Email,2022-12-04,759,12,25.0,25.91,7,13,0,2,8.0,0,
CUST-00701,Rachel Gordon,howardalex@example.org,Germany,Retail,Referral,Enterprise,Email,2023-02-17,684,12,2.0,535.9,6,11,2,20,8.0,0,
CUST-00702,Robert Moore,tylerbennett@example.org,Brazil,SaaS,Referral,Basic,Email,2021-03-17,1386,12,,27.27,3,8,2,15,3.0,0,
CUST-00703,Taylor Beck,sharpjoseph@example.com,US,Finance,Paid Search,Basic,Email,2022-05-07,970,12,100.0,32.44,5,19,2,2,3.0,0,
CUST-00704,Taylor Moses,michael65@example.org,US,Finance,Social,Basic,Email,2021-07-16,1265,1,50.0,25.94,6,2,0,3,4.0,0,
CUST-00705,Paul Moore,kimberly66@example.net,Australia,Healthcare,Email,Basic,Dedicated,2021-04-03,1369,12,,28.71,4,18,0,34,,0,
CUST-00706,Heather Russo,michael72@example.com,India,Healthcare,Social,Free,Email,2024-12-16,16,1,5.0,0.0,7,10,0,1,5.0,0,
CUST-00707,Krista Buchanan,dudleyjohn@example.com,US,Education,Referral,Pro,Priority,2022-04-16,991,12,1.0,106.58,5,6,0,9,9.0,0,
CUST-00708,Edwin Sanchez,sarah80@example.org,US,SaaS,Organic,Free,None,2024-03-28,279,12,100.0,0.0,5,4,1,8,7.0,1,2024-07-15
CUST-00709,Brandy Alexander,gloverpeter@example.com,US,Education,Organic,Pro,Priority,2022-01-07,1090,12,100.0,70.5,6,19,3,15,8.0,0,
CUST-00710,Donald Jackson,samuel95@example.org,US,,Email,Pro,Dedicated,2023-09-22,467,1,1.0,97.08,13,14,1,3,7.0,0,
